id;pais;region;departamento;municipio;subregion;codigo_dane;latitud;longitud;año;mes;trimestre;semestre;fecha;tipo_recaudo;categoria;subcategoria;sector;codigo_sector;entidad;codigo_entidad;fuente;codigo_fuente;subfuente;rubro;subrubro;programa;subprograma;proyecto;valor_recaudo;presupuesto_inicial;presupuesto_modificado;meta_recaudo;recaudo_acumulado;ejecucion_%;variacion_anual_%;variacion_mensual_%;estado;nivel;zona;gasto_programa;gasto_subprograma;gasto_proyecto;gasto_proyecto.1;impuesto_territorial_nivel;impuesto_territorial_grupo;impuesto_territorial
863;Colombia;Andina;Santander;Charta;Subreg-4;68169;728.082;-72.968.798;2022;12;4;2;5/12/2022;Impuesto;No Tributario;Subcat-2;Educación;814;Entidad Nacional;8151;General;62;Sub-5;Rubro-4;Subrubro-2;Programa-3;Subprograma-3;Proyecto-1;1769975.07;2569040.16;2923157.55;2881562.25;6982692.83;67.46;0.33;6.7;Programado;Territorial;Urbana;Programa-3;Subprograma-3;Proyecto-1;Proyecto-1;Departamental;Consumo;Cigarrillos y Tabaco
864;Colombia;Andina;Santander;Chima;Subreg-3;68176;6.344.348;-73.373.656;2022;7;3;2;9/07/2022;Tasa;No Tributario;Subcat-1;Infraestructura;463;Gobernación;8964;General;67;Sub-4;Rubro-2;Subrubro-5;Programa-5;Subprograma-4;Proyecto-7;869980.31;1041730.57;1169849.29;1084395.85;2226657.19;88.94;4.11;-7.75;Recaudado;Territorial;Rural;Programa-5;Subprograma-4;Proyecto-7;Proyecto-7;No aplica;No tributario;No aplica - ingreso no tributario
865;Colombia;Andina;Santander;Chipatá;Subreg-5;68179;6.062.521;-73.637.111;2022;4;2;1;14/04/2022;Contribución;No Tributario;Subcat-3;Infraestructura;975;Entidad Nacional;8074;General;63;Sub-5;Rubro-1;Subrubro-3;Programa-3;Subprograma-1;Proyecto-10;1199510.52;1459193.01;1476393.57;1447390.36;2601628.27;83.97;1.81;2.96;Comprometido;Territorial;Urbana;Programa-3;Subprograma-1;Proyecto-10;Proyecto-10;No aplica;No tributario;No aplica - ingreso no tributario
866;Colombia;Andina;Santander;Cimitarra;Subreg-5;68190;6.320.886;-73.953.011;2023;4;2;1;17/04/2023;Impuesto;Tributario;Subcat-4;Seguridad;146;Alcaldía;3261;General;66;Sub-1;Rubro-3;Subrubro-2;Programa-3;Subprograma-4;Proyecto-7;5490868.22;8837381.08;8323803.29;8206895.24;15515247.44;75.4;4.91;-0.76;Obligado;Territorial;Rural;Programa-3;Subprograma-4;Proyecto-7;Proyecto-7;Departamental;Transporte y combustibles;Sobretasa a la Gasolina Departamental
867;Colombia;Andina;Santander;Concepción;Subreg-2;68207;6.768.908;-72.694.567;2023;4;2;1;11/04/2023;Impuesto;Tributario;Subcat-5;Seguridad;647;Alcaldía;4802;General;22;Sub-2;Rubro-4;Subrubro-2;Programa-2;Subprograma-3;Proyecto-2;9252283.58;8937025.25;10932547.53;10046734.7;31085804.44;97.83;5.91;7.12;Programado;Territorial;Rural;Programa-2;Subprograma-3;Proyecto-2;Proyecto-2;Municipal;Movilidad;Semaforización y Tránsito
868;Colombia;Andina;Santander;Confines;Subreg-2;68209;6.357.327;-73.240.554;2022;1;1;1;2/01/2022;Impuesto;Tributario;Subcat-4;Infraestructura;687;Gobernación;1254;General;50;Sub-2;Rubro-1;Subrubro-1;Programa-1;Subprograma-1;Proyecto-1;8138678.71;8883953.01;8562352.77;7978685.95;26980847.78;101.45;11.29;3.79;Comprometido;Territorial;Rural;Programa-1;Subprograma-1;Proyecto-1;Proyecto-1;Municipal;Movilidad;Semaforización y Tránsito
869;Colombia;Andina;Santander;Contratación;Subreg-4;68211;6.290.561;-73.474.426;2022;2;1;1;11/02/2022;Contribución;No Tributario;Subcat-4;Infraestructura;567;Alcaldía;7263;General;36;Sub-5;Rubro-1;Subrubro-2;Programa-3;Subprograma-1;Proyecto-9;5993366.32;7215013.46;8679162.0;8345524.69;13141537.64;71.37;-11.04;6.03;Obligado;Territorial;Urbana;Programa-3;Subprograma-1;Proyecto-9;Proyecto-9;No aplica;No tributario;No aplica - ingreso no tributario
870;Colombia;Andina;Santander;Coromoro;Subreg-2;68217;6.294.999;-73.040.816;2025;7;3;2;16/07/2025;Tasa;Tributario;Subcat-2;Educación;526;Gobernación;8658;General;14;Sub-5;Rubro-4;Subrubro-2;Programa-2;Subprograma-5;Proyecto-1;861065.76;1091432.84;995784.69;1093526.76;2125080.33;89.49;-7.04;-6.08;Comprometido;Territorial;Rural;Programa-2;Subprograma-5;Proyecto-1;Proyecto-1;Municipal;Ordenamiento territorial;Plusvalía
871;Colombia;Andina;Santander;Curití;Subreg-3;68229;6.605.099;-73.069.383;2023;4;2;1;7/04/2023;Impuesto;Tributario;Subcat-3;Infraestructura;911;Gobernación;9019;General;83;Sub-2;Rubro-1;Subrubro-3;Programa-5;Subprograma-1;Proyecto-10;2099513.47;2680052.86;2734417.41;2787691.3;3369587.31;86.0;-10.94;-2.05;Programado;Territorial;Urbana;Programa-5;Subprograma-1;Proyecto-10;Proyecto-10;Municipal;Urbanismo y construcción;Delineación Urbana
872;Colombia;Andina;Santander;El Carmen De Chucurí;Subreg-1;68235;6.700.038;-7.351.066;2024;9;3;2;13/09/2024;Contribución;Tributario;Subcat-2;Seguridad;219;Alcaldía;1363;General;47;Sub-5;Rubro-2;Subrubro-4;Programa-4;Subprograma-1;Proyecto-1;4460033.18;7295840.93;8393762.91;7562661.8;7365862.81;66.34;3.94;-7.33;Comprometido;Territorial;Rural;Programa-4;Subprograma-1;Proyecto-1;Proyecto-1;Municipal;Actividad económica;Avisos y Tableros
873;Colombia;Andina;Santander;El Guacamayo;Subreg-3;68245;6.245.111;-73.496.908;2023;10;4;2;8/10/2023;Tasa;Tributario;Subcat-5;Seguridad;888;Entidad Nacional;8341;General;64;Sub-3;Rubro-1;Subrubro-3;Programa-2;Subprograma-3;Proyecto-1;9499318.02;6823634.93;7934153.49;8145923.86;23462172.3;111.27;-8.22;-1.82;Comprometido;Territorial;Urbana;Programa-2;Subprograma-3;Proyecto-1;Proyecto-1;Municipal;Movilidad;Semaforización y Tránsito
874;Colombia;Andina;Santander;El Peñón;Subreg-3;68250;605.537;-73.815.532;2022;3;1;1;1/03/2022;Tasa;Tributario;Subcat-5;Salud;799;Alcaldía;8528;General;15;Sub-5;Rubro-4;Subrubro-1;Programa-5;Subprograma-3;Proyecto-2;3535807.51;4027100.81;4301577.11;4692146.95;8503388.56;78.7;11.55;2.87;Recaudado;Territorial;Urbana;Programa-5;Subprograma-3;Proyecto-2;Proyecto-2;Departamental;Transporte y combustibles;Sobretasa a la Gasolina Departamental
875;Colombia;Andina;Santander;El Playón;Subreg-4;68255;7.470.715;-7.320.287;2023;1;1;1;20/01/2023;Contribución;No Tributario;Subcat-5;Educación;574;Entidad Nacional;7607;General;53;Sub-1;Rubro-5;Subrubro-1;Programa-1;Subprograma-2;Proyecto-4;2387280.55;2361296.06;2723910.45;2837864.33;9102227.73;85.07;11.36;1.27;Recaudado;Territorial;Rural;Programa-1;Subprograma-2;Proyecto-4;Proyecto-4;No aplica;No tributario;No aplica - ingreso no tributario
876;Colombia;Andina;Santander;Encino;Subreg-3;68264;6.137.429;-73.098.749;2024;9;3;2;13/09/2024;Impuesto;Tributario;Subcat-2;Educación;304;Gobernación;9151;General;27;Sub-4;Rubro-2;Subrubro-4;Programa-5;Subprograma-1;Proyecto-8;5652710.18;7312208.97;8702758.31;8131191.25;11013857.2;76.9;-0.22;-4.72;Recaudado;Territorial;Urbana;Programa-5;Subprograma-1;Proyecto-8;Proyecto-8;Departamental;Estampillas;Estampillas Departamentales
877;Colombia;Andina;Santander;Enciso;Subreg-1;68266;6.668.034;-72.699.647;2025;8;3;2;1/08/2025;Contribución;Tributario;Subcat-1;Infraestructura;495;Gobernación;4257;General;46;Sub-5;Rubro-1;Subrubro-2;Programa-4;Subprograma-5;Proyecto-6;3109243.02;3159353.22;3579333.08;3578031.21;12928795.83;86.07;4.95;-6.66;Programado;Territorial;Urbana;Programa-4;Subprograma-5;Proyecto-6;Proyecto-6;Departamental;Estampillas;Estampillas Departamentales
878;Colombia;Andina;Santander;Florián;Subreg-5;68271;5.804.659;-7.397.143;2025;2;1;1;8/02/2025;Contribución;Tributario;Subcat-3;Educación;189;Gobernación;1143;General;16;Sub-2;Rubro-3;Subrubro-4;Programa-3;Subprograma-3;Proyecto-4;5562093.58;6433879.3;7484944.79;8000963.92;20328435.17;73.98;13.99;-3.97;Recaudado;Territorial;Rural;Programa-3;Subprograma-3;Proyecto-4;Proyecto-4;Municipal;Actividad económica;Avisos y Tableros
879;Colombia;Andina;Santander;Floridablanca;Subreg-1;68276;7.072.329;-73.099.104;2023;8;3;2;11/08/2023;Impuesto;Tributario;Subcat-5;Educación;814;Alcaldía;8471;General;62;Sub-4;Rubro-2;Subrubro-3;Programa-5;Subprograma-1;Proyecto-8;6902082.69;8666214.98;8564573.29;9263945.92;22638925.29;76.56;-2.15;5.92;Programado;Territorial;Urbana;Programa-5;Subprograma-1;Proyecto-8;Proyecto-8;Municipal;Ordenamiento territorial;Plusvalía
880;Colombia;Andina;Santander;Galán;Subreg-5;68296;6.638.423;-73.287.769;2025;11;4;2;7/11/2025;Contribución;No Tributario;Subcat-4;Infraestructura;162;Entidad Nacional;9345;General;82;Sub-5;Rubro-5;Subrubro-3;Programa-5;Subprograma-5;Proyecto-9;3937178.12;3646385.76;4231700.28;4400429.55;12286771.84;94.63;-7.93;-1.05;Recaudado;Territorial;Urbana;Programa-5;Subprograma-5;Proyecto-9;Proyecto-9;No aplica;No tributario;No aplica - ingreso no tributario
881;Colombia;Andina;Santander;Gámbita;Subreg-2;68298;5.945.998;-73.344.185;2022;3;1;1;26/03/2022;Contribución;No Tributario;Subcat-1;Seguridad;472;Gobernación;2980;General;63;Sub-5;Rubro-4;Subrubro-3;Programa-5;Subprograma-4;Proyecto-6;1706689.17;2022516.29;1970686.2;2158851.87;6193602.49;92.49;15.28;6.97;Obligado;Territorial;Rural;Programa-5;Subprograma-4;Proyecto-6;Proyecto-6;No aplica;No tributario;No aplica - ingreso no tributario
882;Colombia;Andina;Santander;Girón;Subreg-5;68307;7.070.432;-73.166.832;2025;10;4;2;11/10/2025;Contribución;No Tributario;Subcat-5;Infraestructura;415;Entidad Nacional;6965;General;79;Sub-3;Rubro-5;Subrubro-2;Programa-1;Subprograma-4;Proyecto-6;6603800.88;5691215.64;7039496.9;8005393.72;24035696.89;80.66;11.27;7.24;Programado;Territorial;Urbana;Programa-1;Subprograma-4;Proyecto-6;Proyecto-6;No aplica;No tributario;No aplica - ingreso no tributario
883;Colombia;Andina;Santander;Guaca;Subreg-3;68318;6.876.563;-72.856.322;2022;5;2;1;3/05/2022;Tasa;No Tributario;Subcat-3;Educación;896;Gobernación;1606;General;52;Sub-2;Rubro-5;Subrubro-5;Programa-2;Subprograma-3;Proyecto-9;8587574.37;6120418.47;7088862.01;7939059.54;35068308.86;108.79;-6.64;8.16;Recaudado;Territorial;Urbana;Programa-2;Subprograma-3;Proyecto-9;Proyecto-9;No aplica;No tributario;No aplica - ingreso no tributario
884;Colombia;Andina;Santander;Guadalupe;Subreg-3;68320;6.245.847;-73.419.292;2022;1;1;1;18/01/2022;Tasa;Tributario;Subcat-3;Salud;874;Alcaldía;1290;General;64;Sub-4;Rubro-2;Subrubro-5;Programa-2;Subprograma-5;Proyecto-5;1276980.22;1721575.66;1891667.92;1886990.63;4436528.87;69.08;-6.77;3.81;Comprometido;Territorial;Urbana;Programa-2;Subprograma-5;Proyecto-5;Proyecto-5;Municipal;Servicios urbanos;Alumbrado Público
885;Colombia;Andina;Santander;Guapotá;Subreg-1;68322;6.308.635;-73.320.732;2022;3;1;1;11/03/2022;Tasa;No Tributario;Subcat-4;Salud;730;Entidad Nacional;7968;General;17;Sub-1;Rubro-4;Subrubro-5;Programa-5;Subprograma-3;Proyecto-5;2540196.64;2178906.13;2417883.03;2646851.0;7866960.6;94.84;11.92;8.6;Obligado;Territorial;Rural;Programa-5;Subprograma-3;Proyecto-5;Proyecto-5;No aplica;No tributario;No aplica - ingreso no tributario
886;Colombia;Andina;Santander;Guavatá;Subreg-1;68324;5.954.348;-73.700.906;2023;5;2;1;6/05/2023;Contribución;Tributario;Subcat-1;Seguridad;463;Gobernación;9151;General;10;Sub-3;Rubro-2;Subrubro-3;Programa-1;Subprograma-5;Proyecto-1;1824677.94;2083174.49;2310484.58;2395454.42;7450562.52;74.21;-4.4;-4.48;Programado;Territorial;Rural;Programa-1;Subprograma-5;Proyecto-1;Proyecto-1;Departamental;Consumo;Consumo de Licores
887;Colombia;Andina;Santander;Güepsa;Subreg-2;68327;6.025.013;-73.575.146;2024;3;1;1;22/03/2024;Contribución;No Tributario;Subcat-1;Educación;595;Gobernación;2706;General;39;Sub-4;Rubro-1;Subrubro-1;Programa-3;Subprograma-2;Proyecto-4;6121278.99;7825817.4;8675593.28;7954550.48;15895603.27;88.65;0.11;3.02;Recaudado;Territorial;Urbana;Programa-3;Subprograma-2;Proyecto-4;Proyecto-4;No aplica;No tributario;No aplica - ingreso no tributario
888;Colombia;Andina;Santander;Hato;Subreg-5;68344;6.543.957;-73.308.399;2025;7;3;2;5/07/2025;Contribución;No Tributario;Subcat-2;Educación;814;Entidad Nacional;2567;General;10;Sub-5;Rubro-1;Subrubro-3;Programa-3;Subprograma-4;Proyecto-6;986312.6;1130201.46;1323352.43;1198513.43;3318072.22;80.21;-6.84;0.34;Obligado;Territorial;Urbana;Programa-3;Subprograma-4;Proyecto-6;Proyecto-6;No aplica;No tributario;No aplica - ingreso no tributario
889;Colombia;Andina;Santander;Jesús María;Subreg-5;68368;5.876.497;-73.783.396;2022;9;3;2;8/09/2022;Contribución;Tributario;Subcat-5;Salud;647;Gobernación;1341;General;91;Sub-5;Rubro-1;Subrubro-1;Programa-4;Subprograma-4;Proyecto-2;3532614.17;6074569.59;5519575.01;5657152.98;11007550.56;72.65;11.31;-7.39;Obligado;Territorial;Urbana;Programa-4;Subprograma-4;Proyecto-2;Proyecto-2;Departamental;Transporte y combustibles;Sobretasa a la Gasolina Departamental
890;Colombia;Andina;Santander;Jordán;Subreg-4;68370;6.732.727;-73.096.053;2023;10;4;2;3/10/2023;Contribución;Tributario;Subcat-3;Educación;647;Entidad Nacional;6564;General;70;Sub-3;Rubro-4;Subrubro-4;Programa-2;Subprograma-4;Proyecto-10;4400107.12;7015895.11;6915251.6;6904179.34;10197389.55;70.99;-2.42;-5.02;Obligado;Territorial;Urbana;Programa-2;Subprograma-4;Proyecto-10;Proyecto-10;Departamental;Consumo;Cigarrillos y Tabaco
891;Colombia;Andina;Santander;La Belleza;Subreg-5;68377;585.925;-73.965.494;2022;3;1;1;12/03/2022;Contribución;Tributario;Subcat-2;Infraestructura;843;Alcaldía;1341;General;26;Sub-1;Rubro-1;Subrubro-2;Programa-4;Subprograma-3;Proyecto-8;6046128.48;7271148.92;7420696.07;8436670.13;22349624.83;76.95;1.29;-4.01;Programado;Territorial;Urbana;Programa-4;Subprograma-3;Proyecto-8;Proyecto-8;Municipal;Urbanismo y construcción;Delineación Urbana
892;Colombia;Andina;Santander;Landázuri;Subreg-3;68385;6.218.812;-73.811.359;2025;5;2;1;8/05/2025;Tasa;No Tributario;Subcat-2;Seguridad;784;Gobernación;3209;General;77;Sub-2;Rubro-3;Subrubro-2;Programa-1;Subprograma-4;Proyecto-1;4688067.76;5965155.07;6215466.55;6264109.3;9809931.01;78.2;14.03;4.71;Obligado;Territorial;Rural;Programa-1;Subprograma-4;Proyecto-1;Proyecto-1;No aplica;No tributario;No aplica - ingreso no tributario
893;Colombia;Andina;Santander;La Paz;Subreg-4;68397;6.178.509;-7.358.959;2023;5;2;1;18/05/2023;Impuesto;No Tributario;Subcat-3;Infraestructura;487;Alcaldía;3760;General;34;Sub-2;Rubro-4;Subrubro-1;Programa-4;Subprograma-5;Proyecto-6;963011.04;1055967.53;1077690.08;1088548.12;3947940.84;88.49;-0.6;-2.04;Programado;Territorial;Rural;Programa-4;Subprograma-5;Proyecto-6;Proyecto-6;Municipal;Transporte y combustibles;Sobretasa a la Gasolina Municipal
894;Colombia;Andina;Santander;Lebrija;Subreg-2;68406;7.113.351;-73.219.524;2025;8;3;2;23/08/2025;Contribución;Tributario;Subcat-4;Infraestructura;459;Gobernación;3464;General;18;Sub-3;Rubro-1;Subrubro-2;Programa-2;Subprograma-5;Proyecto-2;2930895.89;2130802.67;2634821.25;2904580.81;4537275.62;112.92;1.12;7.87;Recaudado;Territorial;Rural;Programa-2;Subprograma-5;Proyecto-2;Proyecto-2;Departamental;Consumo;Cigarrillos y Tabaco
895;Colombia;Andina;Santander;Los Santos;Subreg-1;68418;6.755.203;-73.102.739;2024;2;1;1;4/02/2024;Tasa;Tributario;Subcat-2;Infraestructura;858;Entidad Nacional;9151;General;64;Sub-4;Rubro-3;Subrubro-1;Programa-4;Subprograma-4;Proyecto-8;1705945.46;1551622.27;1811916.69;1986733.37;5890422.41;99.77;1.46;-5.32;Recaudado;Territorial;Urbana;Programa-4;Subprograma-4;Proyecto-8;Proyecto-8;Municipal;Propiedad;Impuesto Predial Unificado
896;Colombia;Andina;Santander;Macaravita;Subreg-3;68425;650.658;-72.593.105;2022;4;2;1;1/04/2022;Impuesto;No Tributario;Subcat-5;Seguridad;249;Alcaldía;1326;General;50;Sub-3;Rubro-3;Subrubro-5;Programa-5;Subprograma-1;Proyecto-5;3780456.61;3637211.78;4508004.76;4592238.79;12310949.78;83.61;-11.93;2.51;Comprometido;Territorial;Rural;Programa-5;Subprograma-1;Proyecto-5;Proyecto-5;Departamental;Consumo;Cigarrillos y Tabaco
897;Colombia;Andina;Santander;Málaga;Subreg-2;68432;6.703.081;-72.732.089;2023;3;1;1;27/03/2023;Tasa;No Tributario;Subcat-2;Educación;346;Gobernación;6466;General;12;Sub-4;Rubro-3;Subrubro-3;Programa-1;Subprograma-3;Proyecto-8;5042555.86;6650791.13;7283182.78;7226110.2;11911970.53;73.37;15.39;1.08;Recaudado;Territorial;Rural;Programa-1;Subprograma-3;Proyecto-8;Proyecto-8;No aplica;No tributario;No aplica - ingreso no tributario
898;Colombia;Andina;Santander;Matanza;Subreg-2;68444;7.323.175;-73.015.566;2023;11;4;2;24/11/2023;Tasa;Tributario;Subcat-2;Salud;777;Alcaldía;6926;General;79;Sub-4;Rubro-4;Subrubro-5;Programa-1;Subprograma-3;Proyecto-10;4030184.86;7619497.31;7008321.55;6829817.89;16043876.01;68.91;9.51;2.63;Recaudado;Territorial;Rural;Programa-1;Subprograma-3;Proyecto-10;Proyecto-10;Municipal;Urbanismo y construcción;Delineación Urbana
899;Colombia;Andina;Santander;Mogotes;Subreg-3;68464;6.475.246;-72.969.807;2025;7;3;2;24/07/2025;Tasa;Tributario;Subcat-1;Salud;607;Gobernación;9151;General;85;Sub-3;Rubro-3;Subrubro-5;Programa-5;Subprograma-3;Proyecto-2;7076398.64;6109523.05;7266073.65;7623725.34;29276877.63;102.43;-11.04;-1.43;Obligado;Territorial;Rural;Programa-5;Subprograma-3;Proyecto-2;Proyecto-2;Departamental;Agropecuario;Degüello de Ganado Mayor
900;Colombia;Andina;Santander;Molagavita;Subreg-1;68468;667.432;-72.809.175;2022;11;4;2;25/11/2022;Tasa;Tributario;Subcat-5;Seguridad;827;Alcaldía;8852;General;41;Sub-1;Rubro-4;Subrubro-4;Programa-2;Subprograma-4;Proyecto-4;2505398.69;2130704.74;2190153.04;2205590.72;6897467.87;111.67;17.19;2.92;Comprometido;Territorial;Urbana;Programa-2;Subprograma-4;Proyecto-4;Proyecto-4;Municipal;Ordenamiento territorial;Plusvalía
901;Colombia;Andina;Santander;Ocamonte;Subreg-2;68498;6.339.988;-73.122.563;2024;11;4;2;4/11/2024;Impuesto;No Tributario;Subcat-5;Educación;671;Gobernación;2031;General;36;Sub-3;Rubro-1;Subrubro-2;Programa-1;Subprograma-2;Proyecto-3;3534292.72;4911712.59;4471628.18;4034392.59;10528948.68;100.27;8.88;-7.45;Recaudado;Territorial;Rural;Programa-1;Subprograma-2;Proyecto-3;Proyecto-3;Departamental;Estampillas;Estampillas Departamentales
902;Colombia;Andina;Santander;Oiba;Subreg-4;68500;626.521;-73.299.791;2024;6;2;1;23/06/2024;Tasa;No Tributario;Subcat-2;Seguridad;993;Alcaldía;7742;General;77;Sub-2;Rubro-5;Subrubro-3;Programa-2;Subprograma-3;Proyecto-3;9802436.95;8117847.9;8156249.67;9327113.01;25076583.13;107.23;9.33;5.88;Comprometido;Territorial;Rural;Programa-2;Subprograma-3;Proyecto-3;Proyecto-3;No aplica;No tributario;No aplica - ingreso no tributario
903;Colombia;Andina;Santander;Onzaga;Subreg-5;68502;6.344.104;-72.816.766;2024;4;2;1;8/04/2024;Impuesto;Tributario;Subcat-1;Educación;684;Gobernación;2033;General;16;Sub-3;Rubro-4;Subrubro-3;Programa-2;Subprograma-5;Proyecto-8;8738917.89;8268954.96;8847165.8;9561198.25;32621086.7;91.2;-11.3;-6.65;Programado;Territorial;Urbana;Programa-2;Subprograma-5;Proyecto-8;Proyecto-8;Municipal;Actividad económica;Avisos y Tableros
904;Colombia;Andina;Santander;Palmar;Subreg-5;68522;6.537.789;-7.329.109;2023;5;2;1;15/05/2023;Impuesto;Tributario;Subcat-1;Infraestructura;827;Alcaldía;2448;General;86;Sub-1;Rubro-2;Subrubro-5;Programa-2;Subprograma-3;Proyecto-7;4212128.55;4186188.67;5067922.55;5147025.11;12694559.67;79.44;-1.19;-7.25;Programado;Territorial;Urbana;Programa-2;Subprograma-3;Proyecto-7;Proyecto-7;Municipal;Propiedad;Impuesto Predial Unificado
905;Colombia;Andina;Santander;Palmas Del Socorro;Subreg-1;68524;6.406.139;-73.287.764;2025;2;1;1;6/02/2025;Tasa;No Tributario;Subcat-3;Infraestructura;955;Gobernación;1525;General;76;Sub-4;Rubro-4;Subrubro-4;Programa-5;Subprograma-1;Proyecto-9;2625764.65;3918690.32;4359803.71;4259081.47;6836021.93;68.28;17.77;-1.32;Programado;Territorial;Urbana;Programa-5;Subprograma-1;Proyecto-9;Proyecto-9;No aplica;No tributario;No aplica - ingreso no tributario
906;Colombia;Andina;Santander;Páramo;Subreg-3;68533;6.416.811;-7.317.022;2023;2;1;1;11/02/2023;Impuesto;No Tributario;Subcat-5;Infraestructura;981;Entidad Nacional;8899;General;71;Sub-5;Rubro-1;Subrubro-3;Programa-2;Subprograma-3;Proyecto-3;11861415.84;8357120.58;9822487.31;10893674.51;49655342.78;111.41;-11.0;6.19;Programado;Territorial;Rural;Programa-2;Subprograma-3;Proyecto-3;Proyecto-3;Municipal;Movilidad;Semaforización y Tránsito
907;Colombia;Andina;Santander;Piedecuesta;Subreg-5;68547;6.997.245;-73.054.795;2025;11;4;2;15/11/2025;Tasa;No Tributario;Subcat-1;Infraestructura;289;Entidad Nacional;1005;General;79;Sub-1;Rubro-2;Subrubro-5;Programa-4;Subprograma-1;Proyecto-9;4720999.97;4825355.66;5673240.97;5382601.4;14680746.57;95.16;8.27;-2.1;Recaudado;Territorial;Rural;Programa-4;Subprograma-1;Proyecto-9;Proyecto-9;No aplica;No tributario;No aplica - ingreso no tributario
908;Colombia;Andina;Santander;Pinchote;Subreg-2;68549;6.531.552;-73.174.209;2024;3;1;1;2/03/2024;Tasa;No Tributario;Subcat-1;Seguridad;769;Gobernación;3978;General;22;Sub-3;Rubro-1;Subrubro-4;Programa-5;Subprograma-5;Proyecto-10;5631101.69;6311657.96;7175761.69;7788063.94;18909234.22;71.33;-11.08;-2.29;Obligado;Territorial;Rural;Programa-5;Subprograma-5;Proyecto-10;Proyecto-10;No aplica;No tributario;No aplica - ingreso no tributario
909;Colombia;Andina;Santander;Puente Nacional;Subreg-2;68572;5.878.381;-73.677.567;2025;6;2;1;16/06/2025;Impuesto;Tributario;Subcat-4;Salud;356;Entidad Nacional;2686;General;13;Sub-2;Rubro-3;Subrubro-3;Programa-2;Subprograma-5;Proyecto-5;1075295.18;1939335.11;1886141.47;1709108.89;3993559.97;69.65;3.8;-0.78;Comprometido;Territorial;Urbana;Programa-2;Subprograma-5;Proyecto-5;Proyecto-5;Departamental;Consumo;Cigarrillos y Tabaco
910;Colombia;Andina;Santander;Puerto Parra;Subreg-3;68573;6.650.785;-74.056.129;2025;8;3;2;1/08/2025;Contribución;No Tributario;Subcat-3;Infraestructura;208;Gobernación;3228;General;20;Sub-1;Rubro-4;Subrubro-1;Programa-3;Subprograma-2;Proyecto-5;1716749.4;2052111.41;2006797.05;1917756.65;4371667.44;95.0;4.7;8.49;Recaudado;Territorial;Urbana;Programa-3;Subprograma-2;Proyecto-5;Proyecto-5;No aplica;No tributario;No aplica - ingreso no tributario
911;Colombia;Andina;Santander;Puerto Wilches;Subreg-3;68575;7.344.057;-73.899.909;2023;4;2;1;27/04/2023;Contribución;Tributario;Subcat-3;Salud;435;Gobernación;1143;General;21;Sub-3;Rubro-1;Subrubro-3;Programa-4;Subprograma-1;Proyecto-1;5449826.72;4842960.13;5573399.88;6033609.82;14782935.47;101.45;12.34;-1.51;Comprometido;Territorial;Urbana;Programa-4;Subprograma-1;Proyecto-1;Proyecto-1;Municipal;Movilidad;Semaforización y Tránsito
912;Colombia;Andina;Santander;Rionegro;Subreg-2;68615;7.265.014;-73.150.177;2024;12;4;2;1/12/2024;Tasa;No Tributario;Subcat-1;Seguridad;289;Gobernación;6965;General;88;Sub-1;Rubro-5;Subrubro-4;Programa-5;Subprograma-5;Proyecto-6;5061800.09;4981334.62;5310520.93;5355214.01;15350894.33;107.28;6.56;6.47;Obligado;Territorial;Rural;Programa-5;Subprograma-5;Proyecto-6;Proyecto-6;No aplica;No tributario;No aplica - ingreso no tributario
913;Colombia;Andina;Santander;Sabana De Torres;Subreg-5;68655;7.391.919;-7.349.906;2024;8;3;2;7/08/2024;Impuesto;Tributario;Subcat-3;Infraestructura;275;Gobernación;4085;General;19;Sub-3;Rubro-2;Subrubro-1;Programa-2;Subprograma-4;Proyecto-2;9253846.64;7977341.7;8153313.73;9090754.12;29127072.51;112.92;-3.55;3.04;Comprometido;Territorial;Rural;Programa-2;Subprograma-4;Proyecto-2;Proyecto-2;Municipal;Ordenamiento territorial;Plusvalía
914;Colombia;Andina;Santander;San Andrés;Subreg-4;68669;6.811.511;-72.848.864;2022;2;1;1;2/02/2022;Tasa;No Tributario;Subcat-2;Infraestructura;553;Gobernación;8593;General;62;Sub-4;Rubro-3;Subrubro-4;Programa-1;Subprograma-1;Proyecto-8;4136580.62;4358558.63;4818637.24;4367928.9;13188154.18;99.77;-2.53;-5.52;Obligado;Territorial;Rural;Programa-1;Subprograma-1;Proyecto-8;Proyecto-8;No aplica;No tributario;No aplica - ingreso no tributario
915;Colombia;Andina;Santander;San Benito;Subreg-5;68673;6.126.656;-7.350.907;2024;6;2;1;1/06/2024;Contribución;Tributario;Subcat-2;Infraestructura;487;Alcaldía;5948;General;82;Sub-3;Rubro-4;Subrubro-2;Programa-5;Subprograma-2;Proyecto-5;2651242.03;2822352.21;3207726.5;2926924.96;7208981.78;100.9;-0.97;-6.08;Obligado;Territorial;Urbana;Programa-5;Subprograma-2;Proyecto-5;Proyecto-5;Departamental;Consumo;Cigarrillos y Tabaco
